تختلفون, 6,   يختلفون, 10,  مختلفون,  1,  ,  , , , , , , 
تستعجلون, 6,   يستعجلون, 6,  ,  ,  ,  , , , , , , 
تفعلون, 6,   يفعلون, 15,  ,  ,  فعلون,  2, تفعلوا۟, 8,   يفعلوا۟, 2,  فعلوا۟,  4
تهتدون, 6,   يهتدون, 10,  مهتدون,  8,  ,  , تهتدوا۟, 3,   يهتدوا۟, 1,  ,  
تخرجون, 6,   يخرجون, 6,  مخرجون,  2,  ,  , تخرجوا۟, 2,   يخرجوا۟, 6,  خرجوا۟,  5
تتخذون, 5,   يتخذون, 3,  ,  ,  ,  , تتخذوا۟, 9,   يتخذوا۟, 3,  ,  
تأمرون, 5,   يأمرون, 7,  ,  ,  ,  , , , , , , 
تخافون, 5,   يخافون, 11,  ,  ,  ,  , تخافوا۟, 1,   يخافوا۟, 0,  خافوا۟,  1
تظلمون, 5,   يظلمون, 28,  مظلمون,  1,  ظلمون,  33, تظلموا۟, 1,   يظلموا۟, 0,  ظلموا۟,  34
تسـلون, 5,   يسـلون, 20,  ,  ,  ,  , تسـلوا۟, 3,   يسـلوا۟, 1,  سـلوا۟,  2
تنظرون, 4,   ينظرون, 25,  منظرون,  1,  ,  , تنظروا۟, 0,   ينظروا۟, 7,  ,  
تكسبون, 4,   يكسبون, 14,  ,  ,  ,  , , , , , , 
تجهلون, 4,   يجهلون, 1,  ,  ,  جهلون,  3, , , , , , 
تبدون, 4,   يبدون, 1,  ,  ,  ,  , تبدوا۟, 4,   يبدوا۟, 0,  ,  
تزعمون, 4,   يزعمون, 1,  ,  ,  ,  , , , , , , 
تشعرون, 4,   يشعرون, 21,  ,  ,  ,  , , , , , , 
تؤفكون, 4,   يؤفكون, 6,  ,  ,  ,  , , , , , , 
تصفون, 4,   يصفون, 7,  ,  ,  ,  , , , , , , 
تحكمون, 4,   يحكمون, 5,  ,  ,  ,  , تحكموا۟, 1,   يحكموا۟, 0,  ,  
تسرون, 3,   يسرون, 4,  ,  ,  ,  , , , , , , 
تنصرون, 3,   ينصرون, 19,  ,  ,  ,  , تنصروا۟, 1,   ينصروا۟, 0,  ,  
تنحتون, 3,   ينحتون, 1,  ,  ,  ,  , , , , , , 
تأخذون, 3,   يأخذون, 2,  ,  ,  ,  , تأخذوا۟, 2,   يأخذوا۟, 2,  أخذوا۟,  2
تعلنون, 3,   يعلنون, 6,  ,  ,  ,  , , , , , , 
تتذكرون, 3,   يتذكرون, 7,  ,  ,  ,  , , , , , , 
تلبسون, 3,   يلبسون, 3,  ,  ,  ,  , تلبسوا۟, 1,   يلبسوا۟, 1,  ,  
تخفون, 3,   يخفون, 2,  ,  ,  ,  , تخفوا۟, 1,   يخفوا۟, 0,  ,  
تجعلون, 3,   يجعلون, 5,  ,  ,  جعلون,  1, تجعلوا۟, 5,   يجعلوا۟, 0,  جعلوا۟,  9
تستكبرون, 3,   يستكبرون, 7,  مستكبرون,  2,  ,  , , , , , , 
تتفكرون, 3,   يتفكرون, 11,  ,  ,  ,  , تتفكروا۟, 1,   يتفكروا۟, 2,  ,  
تذرون, 3,   يذرون, 3,  ,  ,  ,  , , , , , , 
تحاجون, 3,   يحاجون, 1,  ,  ,  ,  , , , , , , 
تظهرون, 3,   يظهرون, 3,  ,  ,  ,  , تظهروا۟, 0,   يظهروا۟, 4,  ظهروا۟,  1
تشهدون, 3,   يشهدون, 4,  ,  ,  شهدون,  1, تشهدوا۟, 0,   يشهدوا۟, 1,  شهدوا۟,  5
تتبعون, 3,   يتبعون, 11,  متبعون,  2,  ,  , تتبعوا۟, 7,   يتبعوا۟, 0,  ,  
تردون, 3,   يردون, 3,  ,  ,  ,  , , , , , , 
تسمعون, 2,   يسمعون, 21,  ,  ,  ,  , تسمعوا۟, 1,   يسمعوا۟, 2,  سمعوا۟,  6
تمرون, 2,   يمرون, 1,  ,  ,  ,  , , , , , , 
تصرفون, 2,   يصرفون, 1,  ,  ,  ,  , , , , , , 
تفترون, 2,   يفترون, 18,  مفترون,  1,  ,  , تفتروا۟, 2,   يفتروا۟, 0,  ,  
تظنون, 2,   يظنون, 5,  ,  ,  ,  , , , , , , 
تنطقون, 2,   ينطقون, 4,  ,  ,  ,  , , , , , , 
تعدون, 2,   يعدون, 1,  ,  ,  ,  , تعدوا۟, 3,   يعدوا۟, 0,  ,  
تحملون, 2,   يحملون, 2,  ,  ,  ,  , , , , , , 
تحزنون, 2,   يحزنون, 13,  ,  ,  ,  , تحزنوا۟, 3,   يحزنوا۟, 0,  ,  
تشربون, 2,   يشربون, 1,  ,  ,  شربون,  2, , , , , , 
تضحكون, 2,   يضحكون, 3,  ,  ,  ,  , تضحكوا۟, 0,   يضحكوا۟, 1,  ,  
تشاءون, 2,   يشاءون, 5,  ,  ,  ,  , , , , , , 
تفرحون, 2,   يفرحون, 2,  ,  ,  ,  , تفرحوا۟, 1,   يفرحوا۟, 2,  فرحوا۟,  5
تخلقون, 2,   يخلقون, 5,  ,  ,  خلقون,  2, تخلقوا۟, 0,   يخلقوا۟, 1,  خلقوا۟,  5
تملكون, 2,   يملكون, 10,  ,  ,  ملكون,  1, , , , , , 
تدرسون, 2,   يدرسون, 1,  ,  ,  ,  , , , , , , 
تنفقون, 2,   ينفقون, 22,  منفقون,  8,  ,  , تنفقوا۟, 9,   ينفقوا۟, 1,  ,  
تبغون, 2,   يبغون, 9,  ,  ,  ,  , تبغوا۟, 1,   يبغوا۟, 0,  ,  
تألمون, 2,   يألمون, 1,  ,  ,  ,  , , , , , , 
ترجون, 2,   يرجون, 12,  مرجون,  1,  ,  , , , , , , 
تصدون, 2,   يصدون, 11,  ,  ,  ,  , تصدوا۟, 0,   يصدوا۟, 1,  صدوا۟,  9
تغلبون, 2,   يغلبون, 2,  ,  ,  غلبون,  6, تغلبوا۟, 0,   يغلبوا۟, 2,  غلبوا۟,  2
تؤمرون, 2,   يؤمرون, 2,  ,  ,  ,  , , , , , , 
تمترون, 2,   يمترون, 2,  ,  ,  ,  , , , , , , 
تفتنون, 1,   يفتنون, 4,  ,  ,  ,  , , , , , , 
توقدون, 1,   يوقدون, 1,  ,  ,  ,  , , , , , , 
تستقدمون, 1,   يستقدمون, 3,  ,  ,  ,  , , , , , , 
تستـخرون, 1,   يستـخرون, 4,  ,  ,  ,  , , , , , , 
تعتدون, 1,   يعتدون, 3,  ,  ,  ,  , تعتدوا۟, 2,   يعتدوا۟, 0,  ,  
تمتعون, 1,   يمتعون, 1,  ,  ,  ,  , تمتعوا۟, 6,   يمتعوا۟, 0,  ,  
تختانون, 1,   يختانون, 1,  ,  ,  ,  , , , , , , 
تستغفرون, 1,   يستغفرون, 5,  ,  ,  ,  , تستغفروا۟, 0,   يستغفروا۟, 2,  ,  
تمدون, 1,   يمدون, 1,  ,  ,  ,  , , , , , , 
تصنعون, 1,   يصنعون, 5,  ,  ,  ,  , , , , , , 
تقطعون, 1,   يقطعون, 3,  ,  ,  ,  , , , , , , 
تطمعون, 1,   يطمعون, 1,  ,  ,  ,  , , , , , , 
تعرفون, 1,   يعرفون, 8,  ,  ,  ,  , تعرفوا۟, 0,   يعرفوا۟, 1,  عرفوا۟,  2
تعودون, 1,   يعودون, 2,  ,  ,  ,  , تعودوا۟, 2,   يعودوا۟, 1,  ,  
تولون, 1,   يولون, 2,  ,  ,  ,  , تولوا۟, 7,   يولوا۟, 0,  ولوا۟,  2
تختصمون, 1,   يختصمون, 4,  ,  ,  ,  , تختصموا۟, 1,   يختصموا۟, 0,  ,  
تؤثرون, 1,   يؤثرون, 1,  ,  ,  ,  , , , , , , 
تتلون, 1,   يتلون, 6,  ,  ,  ,  , , , , , , 
تعرضون, 1,   يعرضون, 3,  معرضون,  14,  ,  , تعرضوا۟, 2,   يعرضوا۟, 1,  عرضوا۟,  1
تسبحون, 1,   يسبحون, 8,  مسبحون,  1,  ,  , , , , , , 
تجهدون, 1,   يجهدون, 1,  مجهدون,  1,  ,  , تجهدوا۟, 0,   يجهدوا۟, 2,  جهدوا۟,  15
تؤذون, 1,   يؤذون, 4,  ,  ,  ,  , تؤذوا۟, 1,   يؤذوا۟, 0,  ,  
تلقون, 1,   يلقون, 2,  ملقون,  2,  ,  , تلقوا۟, 1,   يلقوا۟, 3,  لقوا۟,  2
توعظون, 1,   يوعظون, 1,  ,  ,  ,  , , , , , , 
تمشون, 1,   يمشون, 6,  ,  ,  ,  , , , , , , 
تمنون, 1,   يمنون, 1,  ,  ,  ,  , تمنوا۟, 1,   يمنوا۟, 0,  ,  
تصدقون, 1,   يصدقون, 1,  ,  ,  صدقون,  6, تصدقوا۟, 1,   يصدقوا۟, 1,  صدقوا۟,  5
تبكون, 1,   يبكون, 2,  ,  ,  ,  , تبكوا۟, 0,   يبكوا۟, 1,  ,  
تحسدون, 1,   يحسدون, 1,  ,  ,  ,  , , , , , , 
تفسقون, 1,   يفسقون, 5,  ,  ,  فسقون,  17, , , , , , 
تحبرون, 1,   يحبرون, 1,  ,  ,  ,  , , , , , , 
تركبون, 1,   يركبون, 1,  ,  ,  ,  , تركبوا۟, 1,   يركبوا۟, 0,  ركبوا۟,  1
تنكرون, 1,   ينكرون, 1,  منكرون,  5,  ,  , , , , , , 
تكونون, 1,   يكونون, 2,  ,  ,  ,  , تكونوا۟, 23,   يكونوا۟, 15,  كونوا۟,  9
تجدون, 1,   يجدون, 11,  ,  ,  ,  , تجدوا۟, 7,   يجدوا۟, 6,  ,  
تزيدون, 1,   يزيدون, 1,  ,  ,  ,  , , , , , , 
تضرون, 1,   يضرون, 2,  ,  ,  ,  , تضروا۟, 0,   يضروا۟, 3,  ,  
تسخرون, 1,   يسخرون, 3,  ,  ,  ,  , تسخروا۟, 1,   يسخروا۟, 0,  سخروا۟,  3
تبتغون, 1,   يبتغون, 7,  ,  ,  ,  , تبتغوا۟, 10,   يبتغوا۟, 0,  ,  
تمكرون, 1,   يمكرون, 7,  ,  ,  ,  , تمكروا۟, 0,   يمكروا۟, 1,  مكروا۟,  6
تؤتون, 1,   يؤتون, 8,  مؤتون,  1,  ,  , تؤتوا۟, 1,   يؤتوا۟, 1,  ,  
تستهزءون, 1,   يستهزءون, 14,  مستهزءون,  1,  ,  , , , , , , 
تحذرون, 1,   يحذرون, 2,  ,  ,  حذرون,  1, , , , , , 
تكنزون, 1,   يكنزون, 1,  ,  ,  ,  , , , , , , 
ترهبون, 1,   يرهبون, 1,  ,  ,  ,  , , , , , , 
تطعمون, 1,   يطعمون, 1,  ,  ,  ,  , , , , , , 
تخرصون, 1,   يخرصون, 3,  ,  ,  ,  , , , , , , 
تجدلون, 1,   يجدلون, 7,  ,  ,  ,  , , , , , , 
توقنون, 1,   يوقنون, 11,  موقنون,  1,  ,  , , , , , , 
تستمعون, 1,   يستمعون, 6,  مستمعون,  1,  ,  , , , , , , 
تموتون, 1,   يموتون, 1,  ,  ,  ,  , تموتوا۟, 0,   يموتوا۟, 1,  موتوا۟,  2
تستطيعون, 1,   يستطيعون, 15,  ,  ,  ,  , , , , , , 
تحسبون, 1,   يحسبون, 8,  ,  ,  ,  , , , , , , 
تبعثون, 1,   يبعثون, 8,  ,  ,  ,  , تبعثوا۟, 0,   يبعثوا۟, 1,  ,  
تستجيبون, 1,   يستجيبون, 1,  ,  ,  ,  , تستجيبوا۟, 0,   يستجيبوا۟, 7,  ,  
تفقهون, 1,   يفقهون, 13,  ,  ,  ,  , تفقهوا۟, 0,   يفقهوا۟, 1,  ,  
تسلمون, 1,   يسلمون, 1,  مسلمون,  15,  سلمون,  1, تسلموا۟, 1,   يسلموا۟, 1,  سلموا۟,  2
تستخفون, 1,   يستخفون, 2,  ,  ,  ,  , تستخفوا۟, 0,   يستخفوا۟, 1,  ,  
تجـرون, 1,   يجـرون, 1,  ,  ,  ,  , تجـروا۟, 1,   يجـروا۟, 0,  ,  
ترحمون, 8,   يرحمون, 0,  ,  ,  ,  , , , , , , 
تنبـون, 2,   ينبـون, 0,  ,  ,  ,  , , , , , , 
تزرعون, 2,   يزرعون, 0,  ,  ,  زرعون,  1, , , , , , 
تصطلون, 2,   يصطلون, 0,  ,  ,  ,  , , , , , , 
تفيضون, 2,   يفيضون, 0,  ,  ,  ,  , , , , , , 
تمسون, 1,   يمسون, 0,  ,  ,  ,  , , , , , , 
تناصرون, 1,   يناصرون, 0,  ,  ,  ,  , , , , , , 
تستخرجون, 1,   يستخرجون, 0,  ,  ,  ,  , تستخرجوا۟, 1,   يستخرجوا۟, 0,  ,  
تأسرون, 1,   يأسرون, 0,  ,  ,  ,  , , , , , , 
تنتشرون, 1,   ينتشرون, 0,  ,  ,  ,  , , , , , , 
تصبحون, 1,   يصبحون, 0,  ,  ,  ,  , تصبحوا۟, 1,   يصبحوا۟, 1,  ,  
تسفكون, 1,   يسفكون, 0,  ,  ,  ,  , , , , , , 
تستبدلون, 1,   يستبدلون, 0,  ,  ,  ,  , , , , , , 
تحدثون, 1,   يحدثون, 0,  ,  ,  ,  , , , , , , 
تقلبون, 1,   يقلبون, 0,  ,  ,  ,  , , , , , , 
تسكنون, 1,   يسكنون, 0,  ,  ,  ,  , تسكنوا۟, 3,   يسكنوا۟, 1,  ,  
تورون, 1,   يورون, 0,  ,  ,  ,  , , , , , , 
تكرمون, 1,   يكرمون, 0,  مكرمون,  3,  ,  , , , , , , 
تذهبون, 1,   يذهبون, 0,  ,  ,  ,  , تذهبوا۟, 2,   يذهبوا۟, 2,  ذهبوا۟,  1
تخيرون, 1,   يخيرون, 0,  ,  ,  ,  , , , , , , 
تفرون, 1,   يفرون, 0,  ,  ,  ,  , , , , , , 
تفكهون, 1,   يفكهون, 0,  ,  ,  فكهون,  1, , , , , , 
تخلدون, 1,   يخلدون, 0,  مخلدون,  2,  خلدون,  25, , , , , , 
تحرثون, 1,   يحرثون, 0,  ,  ,  ,  , , , , , , 
تنفذون, 1,   ينفذون, 0,  ,  ,  ,  , تنفذوا۟, 1,   ينفذوا۟, 0,  ,  
تعجبون, 1,   يعجبون, 0,  ,  ,  ,  , , , , , , 
تستترون, 1,   يستترون, 0,  ,  ,  ,  , , , , , , 
تمرحون, 1,   يمرحون, 0,  ,  ,  ,  , , , , , , 
تتركون, 1,   يتركون, 0,  ,  ,  ,  , تتركوا۟, 1,   يتركوا۟, 0,  ,  
تصبرون, 1,   يصبرون, 0,  ,  ,  صبرون,  3, تصبروا۟, 5,   يصبروا۟, 1,  صبروا۟,  12
تعبثون, 1,   يعبثون, 0,  ,  ,  ,  , , , , , , 
تحصنون, 1,   يحصنون, 0,  ,  ,  ,  , , , , , , 
تعبرون, 1,   يعبرون, 0,  ,  ,  ,  , , , , , , 
تجرمون, 1,   يجرمون, 0,  مجرمون,  15,  ,  , , , , , , 
تغفلون, 1,   يغفلون, 0,  ,  ,  غفلون,  9, , , , , , 
ترغبون, 1,   يرغبون, 0,  ,  ,  رغبون,  2, ترغبوا۟, 0,   يرغبوا۟, 1,  ,  
تربصون, 1,   يربصون, 0,  ,  ,  ,  , تربصوا۟, 4,   يربصوا۟, 0,  ,  
تنقمون, 1,   ينقمون, 0,  ,  ,  ,  , , , , , , 
تستغيثون, 1,   يستغيثون, 0,  ,  ,  ,  , تستغيثوا۟, 0,   يستغيثوا۟, 1,  ,  
تودون, 1,   يودون, 0,  ,  ,  ,  , تودوا۟, 0,   يودوا۟, 1,  ودوا۟,  4
تعظون, 1,   يعظون, 0,  ,  ,  ,  , , , , , , 
تحبسون, 1,   يحبسون, 0,  ,  ,  ,  , , , , , , 
توصون, 1,   يوصون, 0,  ,  ,  ,  , , , , , , 
تفقدون, 1,   يفقدون, 0,  ,  ,  ,  , , , , , , 
تبنون, 1,   يبنون, 0,  ,  ,  ,  , , , , , , 
تضعون, 1,   يضعون, 0,  ,  ,  ,  , , , , , , 
تديرون, 1,   يديرون, 0,  ,  ,  ,  , , , , , , 
تسحرون, 1,   يسحرون, 0,  ,  ,  سحرون,  1, , , , , , 
تهجرون, 1,   يهجرون, 0,  ,  ,  ,  , , , , , , 
تنكصون, 1,   ينكصون, 0,  ,  ,  ,  , , , , , , 
تدخرون, 1,   يدخرون, 0,  ,  ,  دخرون,  2, , , , , , 
تحسون, 1,   يحسون, 0,  ,  ,  ,  , , , , , , 
تصعدون, 1,   يصعدون, 0,  ,  ,  ,  , , , , , , 
تشقون, 1,   يشقون, 0,  ,  ,  ,  , , , , , , 
تساءلون, 1,   يساءلون, 0,  ,  ,  ,  , , , , , , 
تدرون, 1,   يدرون, 0,  ,  ,  ,  , , , , , , 
تسيمون, 1,   يسيمون, 0,  ,  ,  ,  , , , , , , 
تسرحون, 1,   يسرحون, 0,  ,  ,  ,  , , , , , , 
تريحون, 1,   يريحون, 0,  ,  ,  ,  , , , , , , 
تبشرون, 1,   يبشرون, 0,  ,  ,  ,  , , , , , , 
تحضون, 1,   يحضون, 0,  ,  ,  ,  , , , , , , 
تحلفون, 0,   يحلفون, 10,  ,  ,  ,  , , , , , , 
تدخلون, 0,   يدخلون, 10,  ,  ,  دخلون,  1, تدخلوا۟, 6,   يدخلوا۟, 1,  دخلوا۟,  10
تسرعون, 0,   يسرعون, 7,  ,  ,  ,  , , , , , , 
تجحدون, 0,   يجحدون, 7,  ,  ,  ,  , , , , , , 
تتساءلون, 0,   يتساءلون, 7,  ,  ,  ,  , تتساءلوا۟, 0,   يتساءلوا۟, 1,  ,  
تعمهون, 0,   يعمهون, 7,  ,  ,  ,  , , , , , , 
تستبشرون, 0,   يستبشرون, 6,  ,  ,  ,  , , , , , , 
تقيمون, 0,   يقيمون, 6,  ,  ,  ,  , تقيموا۟, 1,   يقيموا۟, 3,  ,  
تضلون, 0,   يضلون, 6,  ,  ,  ,  , تضلوا۟, 2,   يضلوا۟, 3,  ضلوا۟,  11
تلعبون, 0,   يلعبون, 5,  ,  ,  ,  , تلعبوا۟, 0,   يلعبوا۟, 2,  ,  
تفسدون, 0,   يفسدون, 5,  مفسدون,  2,  ,  , تفسدوا۟, 4,   يفسدوا۟, 1,  ,  
تشترون, 0,   يشترون, 5,  ,  ,  ,  , تشتروا۟, 3,   يشتروا۟, 1,  ,  
تكتبون, 0,   يكتبون, 5,  ,  ,  كتبون,  1, , , , , , 
تهدون, 0,   يهدون, 5,  مهدون,  1,  ,  , تهدوا۟, 1,   يهدوا۟, 0,  ,  
تعدلون, 0,   يعدلون, 5,  ,  ,  ,  , تعدلوا۟, 4,   يعدلوا۟, 0,  ,  
تتوكلون, 0,   يتوكلون, 5,  متوكلون,  3,  ,  , , , , , , 
تشتهون, 0,   يشتهون, 5,  ,  ,  ,  , , , , , , 
تصلون, 0,   يصلون, 4,  ,  ,  ,  , تصلوا۟, 0,   يصلوا۟, 2,  صلوا۟,  1
تسجدون, 0,   يسجدون, 4,  ,  ,  سجدون,  1, تسجدوا۟, 1,   يسجدوا۟, 1,  سجدوا۟,  1
تحرفون, 0,   يحرفون, 4,  ,  ,  ,  , , , , , , 
تنقضون, 0,   ينقضون, 4,  ,  ,  ,  , تنقضوا۟, 1,   ينقضوا۟, 0,  ,  
تخدعون, 0,   يخدعون, 3,  ,  ,  ,  , , , , , , 
ترمون, 0,   يرمون, 3,  ,  ,  ,  , , , , , , 
تستحيون, 0,   يستحيون, 3,  ,  ,  ,  , , , , , , 
تستعتبون, 0,   يستعتبون, 3,  ,  ,  ,  , تستعتبوا۟, 0,   يستعتبوا۟, 1,  ,  
توزعون, 0,   يوزعون, 3,  ,  ,  ,  , , , , , , 
تصدفون, 0,   يصدفون, 3,  ,  ,  ,  , , , , , , 
تحافظون, 0,   يحافظون, 3,  ,  ,  ,  , , , , , , 
تسومون, 0,   يسومون, 3,  ,  ,  ,  , , , , , , 
تضربون, 0,   يضربون, 3,  ,  ,  ,  , تضربوا۟, 1,   يضربوا۟, 0,  ضربوا۟,  3
تنذرون, 0,   ينذرون, 3,  منذرون,  1,  ,  , تنذروا۟, 0,   ينذروا۟, 2,  ,  
تبايعون, 0,   يبايعون, 3,  ,  ,  ,  , , , , , , 
تلحدون, 0,   يلحدون, 3,  ,  ,  ,  , , , , , , 
تبخلون, 0,   يبخلون, 3,  ,  ,  ,  , تبخلوا۟, 1,   يبخلوا۟, 0,  بخلوا۟,  2
تقدرون, 0,   يقدرون, 3,  ,  ,  قدرون,  5, تقدروا۟, 2,   يقدروا۟, 0,  قدروا۟,  3
تكادون, 0,   يكادون, 3,  ,  ,  ,  , , , , , , 
تجمعون, 0,   يجمعون, 3,  ,  ,  ,  , تجمعوا۟, 1,   يجمعوا۟, 0,  جمعوا۟,  1
تبيتون, 0,   يبيتون, 3,  ,  ,  ,  , , , , , , 
تتوبون, 0,   يتوبون, 3,  ,  ,  ,  , تتوبوا۟, 0,   يتوبوا۟, 2,  ,  
تحرمون, 0,   يحرمون, 2,  ,  ,  ,  , تحرموا۟, 1,   يحرموا۟, 0,  حرموا۟,  1
تعتذرون, 0,   يعتذرون, 2,  ,  ,  ,  , تعتذروا۟, 3,   يعتذروا۟, 0,  ,  
تنزفون, 0,   ينزفون, 2,  ,  ,  ,  , , , , , , 
تستـذنون, 0,   يستـذنون, 2,  ,  ,  ,  , تستـذنوا۟, 0,   يستـذنوا۟, 1,  ,  
تسحبون, 0,   يسحبون, 2,  ,  ,  ,  , , , , , , 
ترزقون, 0,   يرزقون, 2,  ,  ,  ,  , , , , , , 
تجتنبون, 0,   يجتنبون, 2,  ,  ,  ,  , تجتنبوا۟, 1,   يجتنبوا۟, 0,  ,  
تحادون, 0,   يحادون, 2,  ,  ,  ,  , , , , , , 
تحلون, 0,   يحلون, 2,  ,  ,  ,  , تحلوا۟, 1,   يحلوا۟, 1,  ,  
تقذفون, 0,   يقذفون, 2,  ,  ,  ,  , , , , , , 
تقرءون, 0,   يقرءون, 2,  ,  ,  ,  , , , , , , 
تزالون, 0,   يزالون, 2,  ,  ,  ,  , , , , , , 
تنسلون, 0,   ينسلون, 2,  ,  ,  ,  , , , , , , 
تحيطون, 0,   يحيطون, 2,  ,  ,  ,  , تحيطوا۟, 1,   يحيطوا۟, 1,  ,  
تنتصرون, 0,   ينتصرون, 2,  ,  ,  ,  , , , , , , 
تصلحون, 0,   يصلحون, 2,  مصلحون,  2,  صلحون,  3, تصلحوا۟, 2,   يصلحوا۟, 0,  ,  
تتخفتون, 0,   يتخفتون, 2,  ,  ,  ,  , , , , , , 
تتنزعون, 0,   يتنزعون, 2,  ,  ,  ,  , , , , , , 
تخرون, 0,   يخرون, 2,  ,  ,  ,  , تخروا۟, 0,   يخروا۟, 1,  خروا۟,  3
تتعلمون, 0,   يتعلمون, 2,  ,  ,  ,  , , , , , , 
تدرءون, 0,   يدرءون, 2,  ,  ,  ,  , , , , , , 
توفون, 0,   يوفون, 2,  موفون,  1,  ,  , توفوا۟, 0,   يوفوا۟, 1,  ,  
تصدعون, 0,   يصدعون, 2,  ,  ,  ,  , , , , , , 
تهرعون, 0,   يهرعون, 2,  ,  ,  ,  , , , , , , 
تفرقون, 0,   يفرقون, 2,  ,  ,  ,  , تفرقوا۟, 2,   يفرقوا۟, 2,  فرقوا۟,  2
تنكثون, 0,   ينكثون, 2,  ,  ,  ,  , , , , , , 
تأفكون, 0,   يأفكون, 2,  ,  ,  ,  , , , , , , 
تتطهرون, 0,   يتطهرون, 2,  ,  ,  ,  , تتطهروا۟, 0,   يتطهروا۟, 1,  ,  
تتضرعون, 0,   يتضرعون, 2,  ,  ,  ,  , , , , , , 
تعرشون, 0,   يعرشون, 2,  ,  ,  ,  , , , , , , 
تستفتون, 0,   يستفتون, 2,  ,  ,  ,  , , , , , , 
تذبحون, 0,   يذبحون, 2,  ,  ,  ,  , تذبحوا۟, 1,   يذبحوا۟, 0,  ,  
تزرون, 0,   يزرون, 2,  ,  ,  ,  , , , , , , 
تنادون, 0,   ينادون, 2,  ,  ,  ,  , , , , , , 
تهلكون, 0,   يهلكون, 2,  ,  ,  ,  , , , , , , 
ترثون, 0,   يرثون, 2,  ,  ,  ,  , ترثوا۟, 1,   يرثوا۟, 0,  ,  
تقصون, 0,   يقصون, 2,  ,  ,  ,  , , , , , , 
تذوقون, 0,   يذوقون, 2,  ,  ,  ,  , تذوقوا۟, 1,   يذوقوا۟, 2,  ذوقوا۟,  22
تراءون, 0,   يراءون, 2,  ,  ,  ,  , , , , , , 
تتدبرون, 0,   يتدبرون, 2,  ,  ,  ,  , , , , , , 
تتفرقون, 0,   يتفرقون, 1,  متفرقون,  1,  ,  , تتفرقوا۟, 1,   يتفرقوا۟, 0,  ,  
تتغامزون, 0,   يتغامزون, 1,  ,  ,  ,  , , , , , , 
تسطرون, 0,   يسطرون, 1,  ,  ,  ,  , , , , , , 
تخسرون, 0,   يخسرون, 1,  ,  ,  خسرون,  14, تخسروا۟, 1,   يخسروا۟, 0,  ,  
تتخيرون, 0,   يتخيرون, 1,  ,  ,  ,  , , , , , , 
تمهدون, 0,   يمهدون, 1,  ,  ,  ,  , , , , , , 
تطوفون, 0,   يطوفون, 1,  ,  ,  ,  , تطوفوا۟, 0,   يطوفوا۟, 1,  ,  
